,name,room_type,price,minimum_nights,number_of_reviews,availability_365
20267,Cozy 1 bedroom in brooklyn 30max to manhattan,Private room,58,1,1,0
20269,Convenient place in Manhattan,Private room,90,3,7,0
20270,Bright Room in the Heart of Astoria,Private room,50,1,5,0
20271,1BR apartment one block from Columbia U and subway,Entire home/apt,189,2,1,0
20272,Private room in Brooklyn house with backyard,Private room,50,5,5,0
20274,Home away from home in heart of BK,Entire home/apt,131,2,20,0
20275,Bright big bedroom in Brooklyn,Private room,80,1,1,0
20280,"Small but cozy room in Roosevelt Island, Location!",Private room,45,2,1,0
20284,Designer's Rail-Road Apartment-Prime Williamsburg,Entire home/apt,130,5,1,0
20285,Charming and Quiet West Village 1 BR,Entire home/apt,190,15,0,0
20289,Romantic Rooftop Studio with 360 Brooklyn views!,Entire home/apt,150,1,179,0
20291,1 Bedroom w/ common space in 4br Loft in Bushwick,Private room,30,7,0,0
20292,Spacious One Bedroom Apartment,Entire home/apt,110,7,1,0
20295,(Williamsburg) Large bedroom with private balcony,Private room,55,1,8,0
20296,"Spacious Studio in Prime Williamsburg, Brooklyn",Entire home/apt,165,1,3,0
20298,Lovely 1 Bedroom Greenpoint Apartment Near Park,Entire home/apt,120,4,0,0
20299,"Large sunny private bedroom, private garden",Private room,60,3,0,0
20301,ENTIRE UNIT: MID TOWN NYC - GRAND CENTRAL STATION,Entire home/apt,119,3,0,0
20302,Clean and Cozy Room in Meatpacking District,Private room,120,3,0,0
20308,Comfortable Room in 3 Bedroom Apartment,Private room,30,15,0,0
20310,Comfy Sofa Bed in Cozy Apartment,Shared room,68,3,0,0
20311,Cozy apartment in the heart of Williamsburg!,Entire home/apt,108,3,3,0
20312,"Comfy, Convenient Upper West Side Condo Room",Private room,75,2,3,0
20313,Bright & Sunny Studio in the Upper East Side,Entire home/apt,91,2,2,0
20317,Charming light-filled apartment in Crown Heights,Entire home/apt,110,30,1,0
20318,Williamsburg Waterfront 2br + 2bath Apartment,Entire home/apt,149,2,9,0
20319,Quiet and beautiful apartment near central park,Entire home/apt,160,7,1,0
20320,Lovely apartment near Prospect Park.,Entire home/apt,90,7,2,0
20322,Studio Near Columbia University,Entire home/apt,74,27,1,0
20323,Spacious Studio Duplex in Heart of Williamsburg!,Entire home/apt,230,31,2,0
20324,1 bedroom next to Prospect Park & SubwayStation,Private room,90,1,2,0
20325,Spacious Brooklyn 2BR house (with cat & parking!),Entire home/apt,200,3,6,0
20326,One bedroom available with great access to trains!,Private room,49,4,3,0
20328,Private bedroom in Morningside Heights,Private room,37,5,0,0
20330,Beautiful Upper East Side 1 bedroom,Entire home/apt,127,3,0,0
20332,APT FOR UP TO 4! Dream location & private terrace!,Entire home/apt,250,3,1,0
20333,Warm Williamsburg Duplex Perfect for Christmas,Entire home/apt,360,1,2,0
20335,Room for rent in Brooklyn. 1 block from R train,Private room,50,7,1,0
20337,Private Room/ 2BR Apt. Bedstuy/ Brooklyn,Private room,40,5,2,0
20345,Sunny large loft&rooftop in Williamsburg,Private room,85,2,4,0
20347,Cozy Magical Room in the Heart of West Village,Private room,90,1,32,0
20349,Sunny Chelsea Studio,Entire home/apt,128,1,6,0
20352,Sweet cozy room in Brooklyn - East Williamsburg,Private room,35,7,5,0
20353,Perfectly Located Luxury 1bdrm with Parking Space,Entire home/apt,110,30,0,0
20354,Studio Apartment in Wyndham Midtown 45.,Entire home/apt,300,3,0,0
20355,Cozy 1 bedroom in Clinton Hill,Entire home/apt,135,7,2,0
20356,Cozy Modern Bedroom In A Newly Updated Apt,Private room,40,2,0,0
20357,One Room in Large Sunny 2 Bedroom In Brooklyn,Private room,150,2,2,0
20358,Private semi-furnished room in  6 bedroom duplex.,Private room,35,15,0,0
20361,New Year's Eve Time Square,Private room,350,3,1,0
20362,Cozy apartment in Upper Manhattan!,Private room,50,2,1,0
20363,Private and comfortable room in Upper West Side,Private room,68,5,0,0
20364,"Queen Room in Great 2BR Apt, 20min to Times Sq",Private room,95,1,2,0
20366,Entire private studio in New York,Entire home/apt,150,1,21,0
20369,Cozy 1BD Apt 20min from Manhattan!,Entire home/apt,99,3,0,0
20370,"Cozy Room - 17mins to Manhattan. Close to LGA, JFK",Private room,53,1,9,0
20373,Large Private One Bedroom,Private room,50,2,3,0
20376,Wash Hts 2BR  apt extra sofa bed. Avail 12/20-1/4,Entire home/apt,99,4,2,0
20378,"Luxury Private Room, Financial District (Flexible)",Private room,129,13,0,0
20382,"Peaceful, cozy studio in Chinatown",Entire home/apt,90,20,0,0
20386,"Luxury Studio Apartment with W/D, Gym, Rooftop",Entire home/apt,100,28,0,0
20390,Large studio apt in brownstone w/ private garden,Entire home/apt,165,6,5,0
20391,Large bedroom with balcony in the heart of Nolita,Private room,100,3,1,0
20392,Cozy bedroom on Roosevelt Island,Private room,40,10,1,0
20397,Cosy room in Brooklyn,Private room,80,3,2,0
20398,Private Room in Quiet UES Apartment,Private room,100,1,19,0
20402,Rental in a Uptown Cozy Apartment,Private room,30,4,11,0
20409,"Sunny, cozy room in newly renovated apartment!",Private room,70,3,1,0
20410,1BR Lower East Side GEM In New Elevator Building!,Entire home/apt,225,4,8,0
20412,Comfy Room in Williamsburg Duplex *big backyard*,Private room,50,3,3,0
20414,"Cozy, chic: Plants, good vibes and LOTS OF LIGHT!",Private room,54,3,1,0
20415,Bright one bedroom blocks from Barclays Center,Entire home/apt,125,3,22,0
20416,Cozy apartment in the Norwood section of the bronx,Private room,125,1,0,0
20417,Spacious room in Historical District Brownstone,Private room,40,7,0,0
20419,Cozy Bohemian Home!,Private room,60,3,5,0
20421,Fort Greene Room,Private room,150,2,0,0
20426,Best Location on the Upper West Side! - Part II,Private room,80,1,47,0
20429,"Charming, Sunny Studio in Williamsburg",Entire home/apt,135,3,14,0
20432,"Sunny, spacious Brooklyn getaway, with skylights!",Entire home/apt,130,3,0,0
20434,Dream home: Beautiful 2B2B Condo in Chelsea,Entire home/apt,585,3,7,0
20435,Sunny Room,Private room,35,1,7,0
20436,"Huge Sunny Room in New Apartment by G, J, M trains",Private room,55,14,4,0
20438,Single Minimal Bedroom in Hip area of Brooklyn NYC,Private room,43,1,1,0
20440,Cozy 1 Bedroom Escape,Entire home/apt,166,2,4,0
20446,"Studio apt in Midtown Manhattan, great value",Entire home/apt,97,1,4,0
20447,Private room in well furnished quintessential 2BR!,Private room,120,2,2,0
20449,Modern & Cozy Room in Elegant Apt in Astoria,Private room,65,30,79,0
20450,Sunny beautiful airy bedroom in Modern Apartment,Private room,63,1,10,0
20451,SUNNY 2BD W. ELEVATOR / PERFECT 4 SMALL FAMILY,Entire home/apt,151,7,2,0
20452,"Cozy, private room in a 3 br in Gramercy",Private room,70,2,8,0
20453,Beautiful Hell's Kitchen room - near Times Square,Private room,95,4,0,0
20454,"Sunny, Quiet 1 Bedroom in Union Sq/East Village",Entire home/apt,198,5,10,0
20455,Private room in prime Cobble Hill neighborhood,Private room,60,7,0,0
20456,Duplex bottom floor / All you need UES,Private room,100,1,1,0
20458,CRAZY SPACE & CRAZY SUN IN BUSHWICK,Private room,49,25,61,0
20460,Bedroom on Quiet Block on the Lower East Side,Private room,85,30,2,0
20462,sunshine bedroom in old school artist loft,Private room,58,7,0,0
20463,Small furnished room in shared West Village apt,Private room,100,2,2,0
20464,1 Bedroom Apartment with Balcony in Williamsburg,Entire home/apt,110,2,0,0
20465,Spacious room steps from Central Park and Subway,Private room,55,2,7,0
20466,Large 1BR Apt In Upper Manhattan w/AC in Bedroom,Entire home/apt,65,4,2,0
20468,1 Bedroom for Rent in the heart of Williamsburg,Private room,55,3,0,0
20472,Luxury Apt - Private room & entry!,Private room,57,2,151,0
20473,"Shared Living Space in Bushwick, Brooklyn",Shared room,25,1,3,0
20476,Spacious Luxury 2bd-2ba apartment near DUMBO,Entire home/apt,180,5,0,0
20478,"Sunny Basement Studio Apartment, 1 block to Park",Entire home/apt,89,2,9,0
20481,"Beautiful, Spacious Harlem Home",Private room,120,7,0,0
20484,Modern Apt in Harlem steps from Central Park!,Entire home/apt,159,3,11,0
20485,Beautiful spacious Greenpoint Apartment,Private room,150,2,37,0
20486,Sunny 1 Bedroom Apt. in Brooklyn,Entire home/apt,70,2,5,0
20487,Fabulous Chelsea Triplex (2 bdrm/1.5 bath),Entire home/apt,300,6,0,0
20488,Great room in charming Fort Greene Brooklyn,Private room,44,6,0,0
20490,Wonderful room located in charming East Village,Private room,300,1,2,0
20491,1 (twin) private room in bushwick +roof +living rm,Private room,30,3,2,0
20492,Spacious and bright 1 bedroom apartment,Entire home/apt,245,7,0,0
20494,Spacious 2 BDR - Hell's Kitchen/Times Square,Entire home/apt,130,4,2,0
20501,Chic & Cosy Lower East Side Apartment,Private room,130,2,2,0
20504,Room In Bed-Stuy Apartment,Private room,100,1,0,0
20508,big room in Hell's Kitchen close to Times Square,Private room,155,1,0,0
20509,Cozy in Cobble Hill,Entire home/apt,450,2,0,0
20511,"Spacious, cozy, quiet 1.5 bedroom",Entire home/apt,99,4,1,0
20513,Light filled private room in Red Hook!,Private room,38,4,4,0
20514,Charming Bedroom on the Lower East Side,Private room,90,5,0,0
20515,Clean Comfortable Room in Amazing NYC Neighborhood,Private room,33,3,2,0
20518,"Very spacious and sunny room in Harlem, Manhattan!",Private room,35,15,0,0
20519,Sun-drenched room in quiet Ridgewood neighborhood,Private room,40,5,0,0
20520,"Bright, airy, calm Brooklyn space",Private room,68,2,4,0
20521,Modern Ridgewood Apartment!,Private room,65,4,20,0
20524,A dose of Williamsburg cool,Private room,125,2,3,0
20526,Cozy room in Brooklyn,Private room,40,8,11,0
20530,Private Room on Roosevelt Island,Private room,50,1,8,0
20531,Cozy room in 3 BR Williamsburg apartment,Private room,60,2,1,0
20532,Super Great Williamsburg Apartment- Private Room,Private room,60,1,1,0
20537,"Cozy Sunny Room in New Apartment by G, J, M trains",Private room,55,7,0,0
20538,Great Duplex in Crown Heights,Entire home/apt,180,3,0,0
20539,Cozy place in a diverse city,Private room,50,1,2,0
20541,Cozy & Sunlit Three Bedroom Apartment,Entire home/apt,255,2,1,0
20543,Quiet Room in Unique Carroll Gardens,Private room,50,2,2,0
20547,Full Apartment in Upper West Side.,Entire home/apt,109,2,2,0
20550,Wyndham 2 doubles hotel room,Entire home/apt,149,2,2,0
20552,"Amazing location, East Village full 3BR apartment",Entire home/apt,400,2,0,0
20553,Studio in West Village,Entire home/apt,220,4,1,0
20555,Cozy Bedroom in the heart of Williamsburg,Private room,50,4,0,0
20556,Cozy room Williamsburg,Private room,105,3,4,0
20557,Charming Modern 1 Bedroom in Bedstuy.,Entire home/apt,175,4,2,0
20558,"Private Studio along the park in Greenpoint, BK",Entire home/apt,60,3,5,0
20562,Charming East Village Apartment with Patio,Private room,165,3,0,0
20563,New Years Eve in a bright and airy UWS one bedroom,Entire home/apt,100,2,1,0
20564,"Great Room &Host, steps from #1 train",Private room,50,60,13,0
20565,Luxurious Studio In heart of NYC!,Entire home/apt,145,2,5,0
20566,Quiet and cozy apartment in Greenwich Village,Entire home/apt,100,3,3,0
20567,Cozy and sunny 2 BR apartment in trendy Greenpoint,Entire home/apt,150,4,4,0
20568,Great Bedroom in East Williamsburg (+ ROOFTOP!!),Private room,59,5,1,0
20569,"Private 1 BR in 4 BR apartment, by L Train",Private room,45,1,4,0
20570,Luxury apartment in the heart of Williamsburg,Entire home/apt,170,3,2,0
20571,East Village Studio Apt w/private Courtyard Oasis,Entire home/apt,120,6,1,0
20575,"Charming bedroom, great location !",Private room,65,2,2,0
20576,"Cozy Apartment in Brooklyn, NY",Entire home/apt,100,7,0,0
20577,Sunny Studio Apartment,Entire home/apt,95,4,0,0
20578,Room in The Heights!,Private room,39,4,0,0
20582,"浪漫民宿,环境优美,停车方便,独立洗手间和马桶,浴室共用｡ (Website hidden by Airbnb)",Private room,48,1,52,0
20584,COZY ROOM,Private room,40,1,0,0
20585,Midtown Loft,Entire home/apt,290,2,5,0
20587,Comfy Room in Cobble Hill,Private room,45,1,8,0
20588,Studio in West Village,Entire home/apt,119,2,0,0
20589,Beautiful Newly Renovated BK Apt with W&D in Unit,Entire home/apt,95,4,68,0
20590,Brand New &Cozy  Room Close to Subway Station,Private room,45,4,22,0
20595,Cute and cozy space in Chinatown,Private room,100,2,1,0
20596,South Slope Brooklyn Apartment!,Entire home/apt,80,2,0,0
20597,Cute room near Columbia University,Private room,65,4,0,0
20599,Private room in beautiful apartment,Private room,45,15,3,0
20602,1st Floor room available in 3 br 2bath Apt,Private room,119,1,0,0
20604,Beautiful room in Brooklyn,Private room,38,1,3,0
20605,Holidays in NYC,Entire home/apt,50,4,0,0
20609,Entire Duplex In The East Village,Entire home/apt,499,1,0,0
20610,Loft in Brooklyn,Entire home/apt,119,3,6,0
20611,Cozy and Modern apartment in Astoria,Entire home/apt,225,7,1,0
20612,Private Room blocks from Union Square,Private room,110,1,0,0
20613,Cozy 2Bedroom Apt. in Astoria,Entire home/apt,79,3,2,0
20614,"Big, sunny bedroom in apartment with modern decor",Private room,85,28,14,0
20617,7 mins from Times Sq! Modern elevator building!,Entire home/apt,190,4,0,0
20618,Charming studio in midtown east,Entire home/apt,215,5,7,0
20619,Master Bedroom in Stylish Apartment,Private room,67,1,2,0
20623,Large 3bd 2 bath duplex in prime Greenpoint!,Entire home/apt,250,2,0,0
20624,"Не дорогая комната в Нью-Йорке, в Бруклине",Shared room,50,2,1,0
20626,Budget stay in LUXURIOUS FIDI building,Private room,75,15,3,0
20630,Cozy Junior 1BR in inwood.,Entire home/apt,80,2,4,0
20631,Spacious Midtown Apt with window view & balcony,Private room,100,3,0,0
20632,Spectacular 2BR with NYC SKYLINE VIEW + ROOF DECK,Entire home/apt,199,2,1,0
20633,Great Movie-like East Village aptmt,Entire home/apt,190,1,0,0
20634,Lovely room in the lovely area of Williamsburg BK,Private room,64,2,3,0
20635,Cozy 1 bedroom in the heart of Fort Greene,Entire home/apt,225,3,0,0
20636,room with view and bath,Private room,35,1,0,0
20637,Affordable bedroom in the East Village!,Private room,70,2,9,0
20638,Large Private Room in Quiet BK Heights Apartment,Private room,60,3,0,0
20639,Bright Spacious Home in Heart of Williamsburg NY,Entire home/apt,264,2,2,0
20640,"Great deal, full equiped room in Times Square",Private room,100,1,36,0
20641,Cozy studio next to Wash Sq Park,Entire home/apt,135,5,9,0
20644,Bedroom in beautiful Brooklyn apartment,Private room,55,7,2,0
20646,Private Bedroom + Shared House,Private room,28,1,7,0
20647,Cozy & Affordable,Private room,45,1,2,0
20648,"Beautiful Double Room - Heart of Clinton Hill, BK",Private room,120,1,2,0
20649,Hip Luxury Stay w Private Bath 5 min to Manhattan,Private room,90,3,5,0
20651,Cozy room in Beautiful Brooklyn!,Private room,50,30,2,0
20652,"Williamsburg, Private Bedroom, 2 blocks from L",Private room,50,3,0,0
20653,Apartment in Soho on Edge of West Village,Entire home/apt,150,3,2,0
20654,Cozy bedroom near George Washington Bridge,Shared room,40,1,0,0
20655,Small Room,Private room,99,1,6,0
20656,Hidden Gem in Crown Heights,Entire home/apt,225,1,0,0
20657,Enjoy my apartment for the summer!,Entire home/apt,65,3,14,0
20659,Columbus Circle Single Bedroom,Private room,100,7,0,0
20660,Full 1 bedroom apt in an awesome area!,Entire home/apt,120,4,2,0
20661,Wonderful UES Studio...,Private room,70,7,1,0
20662,Private room in the heart of East village,Private room,100,3,5,0
20663,Room in 3 bed apt/w parking- Wburg.,Private room,55,2,0,0
20664,Washington Heights Oasis,Entire home/apt,150,7,0,0
20666,"Cozy apartment in the Lower East Side, NYC!",Entire home/apt,95,8,3,0
20667,Beautiful 1 Bedroom in Bedstuy with Private Yard,Entire home/apt,140,7,4,0
20668,Bright & Sunny Oasis in East Village,Entire home/apt,180,2,24,0
20669,Brownstone on a tree-lined street in NYC,Entire home/apt,200,5,2,0
20670,Small Room in Big Williamsburg Apartment,Private room,74,29,17,0
20672,Artists Bright Eclectic Home & Studio,Entire home/apt,114,4,41,0
20675,Fort Greene apartment,Private room,80,3,0,0
20676,Bright Brooklyn Room close to Manhattan,Private room,31,21,5,0
20677,Wyndham 2 double beds hotel room,Entire home/apt,299,2,0,0
20678,Bedroom in Spacious Williamsburg Loft,Private room,80,2,3,0
20681,Spacious room with amazing view,Private room,90,2,3,0
20683,Private room on restaurant row,Private room,79,1,0,0
20685,Cozy and quiet 1 bedroom in great neighborhood,Entire home/apt,85,2,1,0
20688,Cute Nolita 1 Bedroom,Entire home/apt,200,3,1,0
20690,"Private room in Bushwick, Brooklyn",Private room,50,1,0,0
20693,Beautiful Studio with a top location in Manhattan,Private room,120,4,5,0
20694,Studio near Central Park East!,Entire home/apt,180,8,1,0
20696,"Spacious&Sunny bedroom near Central Park,UpperEast",Private room,65,7,4,0
20697,Private cozy room close to Columbia University,Private room,50,3,5,0
20698,Private Bedroom in Midtown -Heart of NYC,Private room,105,8,1,0
20701,Clean and spacious private room for your NYC trip!,Private room,50,6,4,0
20703,One Bedroom off of Franklin Avenue in Brooklyn,Entire home/apt,72,6,0,0
20707,"CLASSIC NEW YORK! Heart of UWS!
CLEAN. BRIGHT. NEW",Entire home/apt,230,6,9,0
20709,Private Studio Apartment close to ferry and subway,Entire home/apt,89,3,69,0
20715,Skylight loft bed room in large artist house!,Private room,41,7,7,0
20718,Stylish and cozy East Village 2 bedroom apartment,Entire home/apt,135,1,1,0
20719,Room for rent (females ONLY),Private room,40,1,1,0
20723,Beautiful room in the heart of the Lower East Side,Private room,125,1,0,0
20724,Beautiful private room by N/W subway in Astoria,Private room,70,2,0,0
20725,"Unique, Lofted 1BR in the heart of West Village",Entire home/apt,150,3,4,0
20726,Chelsea 1bedroom,Entire home/apt,300,4,1,0
20730,Bright and quiet room in East Village,Private room,100,10,8,0
20732,East Williamsburg 1BR Apt. w/ yard!,Entire home/apt,116,1,55,0
20734,Sunny room in Brooklyn by N train,Private room,60,2,1,0
20736,Cozy apartment in heart of Manhattan!,Entire home/apt,190,9,5,0
20737,Bedroom in East Williamsburg!,Private room,45,5,0,0
20738,One bedroom by Lincoln Center,Entire home/apt,150,3,2,0
20742,Cosy room in Williamsburg,Private room,60,2,8,0
20743,"Great Room In Brooklyn, The Park, 30 min to MH.",Private room,33,5,2,0
